0.670,0.675,0.669
0.535,0.535,0.508
0.510,0.511,0.477
0.569,0.567,0.547
0.525,0.555,0.537
0.492,0.527,0.515
0.534,0.557,0.557
0.515,0.533,0.535
0.452,0.430,0.443
0.400,0.415,0.421
0.392,0.381,0.401
0.364,0.356,0.383
0.289,0.285,0.306
0.375,0.325,0.344
0.442,0.437,0.475
0.359,0.373,0.403
0.456,0.463,0.487
0.373,0.389,0.411
0.359,0.382,0.391
0.418,0.452,0.464
0.364,0.461,0.464
0.267,0.369,0.376
0.231,0.296,0.297
0.217,0.239,0.239
0.233,0.248,0.248
0.145,0.145,0.145
