0.663,0.663,0.663
0.257,0.257,0.257
0.206,0.206,0.206
0.364,0.364,0.364
0.408,0.406,0.408
0.602,0.577,0.602
0.663,0.611,0.663
0.531,0.474,0.531
0.453,0.305,0.459
0.157,0.157,0.157
