0.424,0.427,0.183
0.879,0.887,0.510
0.603,0.635,0.348
0.584,0.633,0.312
0.521,0.532,0.176
0.467,0.499,0.162
0.415,0.430,0.182
0.252,0.244,0.055
0.224,0.168,0.048
0.115,0.079,0.019
0.092,0.058,0.015
0.036,0.024,0.005
0.013,0.007,0.000
,0.001,0.000
