0.527,0.542,0.693
0.477,0.477,0.324
0.294,0.620,0.306
0.287,0.504,0.305
0.424,0.555,0.450
0.320,0.362,0.327
0.220,0.257,0.225
0.200,0.246,0.192
0.307,0.334,0.272
0.459,0.496,0.415
,,
