0.849,0.874,0.849,0.874
0.539,0.596,0.539,0.596
0.363,0.273,0.363,0.273
0.513,0.400,0.513,0.400
0.866,0.736,0.866,0.736
0.938,0.833,0.938,0.833
0.843,0.853,0.843,0.853
0.963,0.965,0.963,0.965
0.906,0.906,0.906,0.906
0.862,0.881,0.862,0.881
0.713,0.745,0.713,0.745
,,,
