0.528,0.528,0.528
0.891,0.895,0.895
0.739,0.756,0.756
0.801,0.793,0.793
0.603,0.557,0.557
0.617,0.617,0.617
0.656,0.767,0.767
0.675,0.808,0.808
0.506,0.448,0.448
0.277,0.214,0.214
0.159,0.138,0.137
0.083,0.055,0.055
0.004,0.048,0.048
