0.744,0.744,0.744
0.783,0.783,0.783
0.849,0.555,0.555
0.674,0.638,0.638
0.573,0.535,0.535
0.723,0.732,0.732
0.727,0.739,0.739
0.910,0.728,0.728
0.672,0.492,0.492
0.418,0.326,0.326
0.296,0.172,0.172
0.020,0.061,0.061
0.062,0.069,0.069
0.166,0.202,0.202
0.351,0.295,0.295
0.176,0.215,0.215
