0.843,0.848,0.875
0.386,0.394,0.368
0.787,0.643,0.629
0.838,0.658,0.704
0.738,0.636,0.663
0.628,0.613,0.609
0.819,0.773,0.853
0.753,0.903,0.874
0.610,0.689,0.649
0.831,0.820,0.851
0.757,0.554,0.729
0.747,0.585,0.712
0.748,0.600,0.746
0.923,0.923,0.923
0.665,0.665,0.665
0.426,0.426,0.426
,,
