0.918,0.918,0.918
0.703,0.703,0.703
0.484,0.486,0.486
0.727,0.735,0.735
0.630,0.618,0.618
0.579,0.563,0.563
0.821,0.859,0.859
0.766,0.827,0.827
0.775,0.712,0.712
0.848,0.841,0.841
0.771,0.778,0.778
0.512,0.505,0.505
0.245,0.245,0.245
0.199,0.199,0.199
