0.806,0.806,0.806,0.806,0.812
0.418,0.417,0.417,0.418,0.704
0.575,0.577,0.577,0.575,0.672
0.524,0.528,0.528,0.524,0.627
0.476,0.486,0.486,0.476,0.578
0.485,0.493,0.493,0.485,0.554
0.482,0.482,0.482,0.482,0.504
0.477,0.477,0.477,0.477,0.545
0.462,0.462,0.462,0.462,0.537
0.450,0.450,0.450,0.450,0.487
0.464,0.464,0.464,0.464,0.398
0.268,0.268,0.268,0.268,0.230
0.128,0.128,0.128,0.128,0.130
