0.256,0.310,0.261
0.036,0.043,0.043
0.281,0.281,0.281
0.288,0.289,0.288
0.363,0.363,0.363
0.285,0.285,0.285
0.291,0.291,0.291
0.266,0.266,0.266
0.233,0.233,0.233
0.164,0.164,0.164
,,
