0.841,0.841,0.841,0.841,0.888
0.757,0.711,0.745,0.757,0.695
0.855,0.863,0.850,0.855,0.879
0.597,0.605,0.597,0.597,0.772
0.541,0.548,0.539,0.541,0.757
0.453,0.450,0.448,0.453,0.723
0.559,0.492,0.491,0.559,0.604
0.491,0.461,0.461,0.491,0.575
0.133,0.132,0.132,0.133,0.580
0.237,0.240,0.240,0.237,0.456
0.140,0.178,0.178,0.140,0.386
0.081,0.089,0.089,0.081,0.237
0.043,0.043,0.043,0.043,0.102
0.000,0.000,0.000,0.000,0.001
